Extension ID,Loan Number,Extension Number,Date Extension Requested,Extension (Days),Extension Cost (%),Extension Cost ($),Extension Requestor,Approved By (ID),Extension Reason,Expiration Before Extension,Expiration After Extension,Total Extension Days,Total Extension Cost ($),Extension Count,Extension Bucket
92413,70006055,3,2023-03-20,15,0.0025,836.69,Processor,138,Appraisal Delay,2023-03-21,2023-04-05,35,2091.73,3,3+ Extensions
92414,70006057,1,2023-02-16,15,0.0025,650.68,Processor,136,Underwriting Conditions,2023-02-20,2023-03-07,30,1301.36,2,1–2 Extensions
92415,70006057,2,2023-03-06,15,0.0025,650.68,Processor,128,Rate Shopping,2023-03-07,2023-03-22,30,1301.36,2,1–2 Extensions
92416,70006064,1,2023-04-23,15,0.0025,506.18,Processor,131,Underwriting Conditions,2023-04-27,2023-05-12,15,506.18,1,1–2 Extensions
92417,70006065,1,2023-03-12,5,0.00125,289.33,Processor,133,Underwriting Conditions,2023-03-15,2023-03-20,5,289.33,1,1–2 Extensions
92418,70006067,1,2023-03-09,15,0.0025,670.53,Loan Officer,127,Borrower Delay,2023-03-12,2023-03-27,15,670.53,1,1–2 Extensions
92419,70006070,1,2023-05-11,15,0.0025,763.38,Loan Officer,129,Title Issues,2023-05-13,2023-05-28,15,763.38,1,1–2 Extensions
92420,70006072,1,2023-03-09,5,0.00125,413.89,Processor,131,Borrower Delay,2023-03-11,2023-03-16,5,413.89,1,1–2 Extensions
92421,70006074,1,2023-04-23,5,0.00125,332.74,Processor,125,Rate Shopping,2023-04-27,2023-05-02,5,332.74,1,1–2 Extensions
92422,70006075,1,2023-03-15,15,0.0025,771.98,Loan Officer,130,Title Issues,2023-03-20,2023-04-04,15,771.98,1,1–2 Extensions
92423,70006076,1,2023-04-10,5,0.00125,326.72,Processor,132,Underwriting Conditions,2023-04-11,2023-04-16,5,326.72,1,1–2 Extensions
92424,70006081,1,2023-03-26,15,0.0025,1183.27,Broker,135,Rate Shopping,2023-03-30,2023-04-14,15,1183.27,1,1–2 Extensions
92425,70006084,1,2023-04-16,5,0.00125,906.82,Loan Officer,135,Rate Shopping,2023-04-17,2023-04-22,5,906.82,1,1–2 Extensions
92426,70006087,1,2023-04-18,5,0.00125,462.26,Loan Officer,136,Title Issues,2023-04-21,2023-04-26,10,924.52,2,1–2 Extensions
92427,70006087,2,2023-04-21,5,0.00125,462.26,Broker,128,Title Issues,2023-04-26,2023-05-01,10,924.52,2,1–2 Extensions
92428,70006090,1,2023-03-20,15,0.0025,533.82,Loan Officer,135,Appraisal Delay,2023-03-23,2023-04-07,15,533.82,1,1–2 Extensions
92429,70006092,1,2023-03-23,15,0.0025,574.57,Loan Officer,130,Underwriting Conditions,2023-03-26,2023-04-10,15,574.57,1,1–2 Extensions
92430,70006100,1,2023-02-18,15,0.0025,1473.83,Loan Officer,133,Title Issues,2023-02-19,2023-03-06,15,1473.83,1,1–2 Extensions
92431,70006106,1,2023-04-05,5,0.00125,755.02,Processor,131,Underwriting Conditions,2023-04-09,2023-04-14,20,2265.06,2,1–2 Extensions
92432,70006106,2,2023-04-10,15,0.0025,1510.04,Loan Officer,130,Rate Shopping,2023-04-14,2023-04-29,20,2265.06,2,1–2 Extensions
92433,70006107,1,2023-03-25,15,0.0025,1162.98,Broker,128,Borrower Delay,2023-03-28,2023-04-12,15,1162.98,1,1–2 Extensions
92434,70006113,1,2023-04-24,15,0.0025,1078.27,Loan Officer,128,Title Issues,2023-04-29,2023-05-14,15,1078.27,1,1–2 Extensions
92435,70006117,1,2023-03-06,5,0.00125,995.2,Processor,132,Rate Shopping,2023-03-07,2023-03-12,10,1990.4,2,1–2 Extensions
92436,70006117,2,2023-03-08,5,0.00125,995.2,Processor,135,Borrower Delay,2023-03-12,2023-03-17,10,1990.4,2,1–2 Extensions
92437,70006118,1,2023-02-21,5,0.00125,626.69,Loan Officer,131,Title Issues,2023-02-26,2023-03-03,5,626.69,1,1–2 Extensions
92438,70006119,1,2023-03-10,5,0.00125,262.89,Processor,130,Borrower Delay,2023-03-13,2023-03-18,5,262.89,1,1–2 Extensions
92439,70006120,1,2023-02-10,15,0.0025,1476.73,Loan Officer,137,Appraisal Delay,2023-02-15,2023-03-02,15,1476.73,1,1–2 Extensions
92440,70006123,1,2023-05-27,5,0.00125,213.51,Processor,132,Underwriting Conditions,2023-05-28,2023-06-02,35,1067.55,3,3+ Extensions
92441,70006123,2,2023-05-28,15,0.0025,427.02,Processor,127,Rate Shopping,2023-06-02,2023-06-17,35,1067.55,3,3+ Extensions
92442,70006123,3,2023-06-12,15,0.0025,427.02,Broker,128,Underwriting Conditions,2023-06-17,2023-07-02,35,1067.55,3,3+ Extensions
92443,70006126,1,2023-04-17,15,0.0025,879.25,Broker,126,Borrower Delay,2023-04-22,2023-05-07,15,879.25,1,1–2 Extensions
92444,70006127,1,2023-05-04,15,0.0025,2792.41,Loan Officer,134,Appraisal Delay,2023-05-08,2023-05-23,15,2792.41,1,1–2 Extensions
92445,70006133,1,2023-03-16,5,0.00125,621.82,Processor,126,Title Issues,2023-03-21,2023-03-26,5,621.82,1,1–2 Extensions
92446,70006141,1,2023-04-04,5,0.00125,272.64,Processor,136,Underwriting Conditions,2023-04-09,2023-04-14,5,272.64,1,1–2 Extensions
92447,70006148,1,2023-04-14,5,0.00125,565.58,Processor,127,Borrower Delay,2023-04-17,2023-04-22,20,1696.7400000000002,2,1–2 Extensions
92448,70006148,2,2023-04-19,15,0.0025,1131.16,Loan Officer,137,Title Issues,2023-04-22,2023-05-07,20,1696.7400000000002,2,1–2 Extensions
92449,70006155,1,2023-04-25,5,0.00125,971.49,Processor,135,Borrower Delay,2023-04-28,2023-05-03,20,2914.46,2,1–2 Extensions
92450,70006155,2,2023-05-02,15,0.0025,1942.97,Loan Officer,125,Underwriting Conditions,2023-05-03,2023-05-18,20,2914.46,2,1–2 Extensions
92451,70006156,1,2023-04-07,15,0.0025,882.9,Processor,127,Underwriting Conditions,2023-04-12,2023-04-27,60,3531.6,4,3+ Extensions
92452,70006156,2,2023-04-26,15,0.0025,882.9,Loan Officer,138,Title Issues,2023-04-27,2023-05-12,60,3531.6,4,3+ Extensions
92453,70006156,3,2023-05-09,15,0.0025,882.9,Processor,126,Underwriting Conditions,2023-05-12,2023-05-27,60,3531.6,4,3+ Extensions
92454,70006156,4,2023-05-26,15,0.0025,882.9,Processor,129,Underwriting Conditions,2023-05-27,2023-06-11,60,3531.6,4,3+ Extensions
92455,70006162,1,2023-04-25,5,0.00125,371.49,Broker,125,Appraisal Delay,2023-04-29,2023-05-04,10,742.98,2,1–2 Extensions
92456,70006162,2,2023-05-01,5,0.00125,371.49,Broker,127,Borrower Delay,2023-05-04,2023-05-09,10,742.98,2,1–2 Extensions
92457,70006167,1,2023-04-23,5,0.00125,359.66,Processor,130,Underwriting Conditions,2023-04-24,2023-04-29,20,1078.98,2,1–2 Extensions
92458,70006167,2,2023-04-25,15,0.0025,719.32,Broker,131,Borrower Delay,2023-04-29,2023-05-14,20,1078.98,2,1–2 Extensions
92459,70006181,1,2023-03-01,5,0.00125,431.99,Loan Officer,131,Underwriting Conditions,2023-03-05,2023-03-10,10,863.98,2,1–2 Extensions
92460,70006181,2,2023-03-09,5,0.00125,431.99,Loan Officer,129,Appraisal Delay,2023-03-10,2023-03-15,10,863.98,2,1–2 Extensions
92461,70006188,1,2023-03-26,5,0.00125,371.68,Broker,129,Borrower Delay,2023-03-31,2023-04-05,20,1115.03,2,1–2 Extensions
92462,70006188,2,2023-04-03,15,0.0025,743.35,Loan Officer,129,Title Issues,2023-04-05,2023-04-20,20,1115.03,2,1–2 Extensions
92463,70006190,1,2023-04-17,5,0.00125,260.0,Loan Officer,128,Title Issues,2023-04-21,2023-04-26,5,260.0,1,1–2 Extensions
92464,70006196,1,2023-02-10,5,0.00125,371.02,Processor,135,Underwriting Conditions,2023-02-13,2023-02-18,20,1113.06,2,1–2 Extensions
92465,70006196,2,2023-02-16,15,0.0025,742.04,Processor,137,Appraisal Delay,2023-02-18,2023-03-05,20,1113.06,2,1–2 Extensions
92466,70006197,1,2023-03-03,15,0.0025,980.04,Broker,125,Appraisal Delay,2023-03-04,2023-03-19,15,980.04,1,1–2 Extensions
92467,70006201,1,2023-03-13,5,0.00125,798.86,Processor,131,Underwriting Conditions,2023-03-16,2023-03-21,5,798.86,1,1–2 Extensions
92468,70006203,1,2023-03-12,15,0.0025,1478.05,Broker,138,Rate Shopping,2023-03-15,2023-03-30,50,5173.18,4,3+ Extensions
92469,70006203,2,2023-03-29,5,0.00125,739.03,Loan Officer,138,Appraisal Delay,2023-03-30,2023-04-04,50,5173.18,4,3+ Extensions
92470,70006203,3,2023-03-31,15,0.0025,1478.05,Loan Officer,136,Rate Shopping,2023-04-04,2023-04-19,50,5173.18,4,3+ Extensions
92471,70006203,4,2023-04-17,15,0.0025,1478.05,Processor,129,Appraisal Delay,2023-04-19,2023-05-04,50,5173.18,4,3+ Extensions
92472,70006206,1,2023-03-25,15,0.0025,1386.62,Broker,133,Borrower Delay,2023-03-27,2023-04-11,20,2079.93,2,1–2 Extensions
92473,70006206,2,2023-04-10,5,0.00125,693.31,Processor,135,Underwriting Conditions,2023-04-11,2023-04-16,20,2079.93,2,1–2 Extensions
92474,70006207,1,2023-04-23,15,0.0025,855.49,Loan Officer,126,Borrower Delay,2023-04-27,2023-05-12,20,1283.23,2,1–2 Extensions
92475,70006207,2,2023-05-07,5,0.00125,427.74,Processor,138,Borrower Delay,2023-05-12,2023-05-17,20,1283.23,2,1–2 Extensions
92476,70006213,1,2023-03-27,15,0.0025,1047.59,Processor,125,Title Issues,2023-03-29,2023-04-13,15,1047.59,1,1–2 Extensions
92477,70006215,1,2023-03-24,5,0.00125,1002.96,Broker,126,Title Issues,2023-03-25,2023-03-30,10,2005.92,2,1–2 Extensions
92478,70006215,2,2023-03-26,5,0.00125,1002.96,Broker,139,Borrower Delay,2023-03-30,2023-04-04,10,2005.92,2,1–2 Extensions
92479,70006216,1,2023-03-30,5,0.00125,761.02,Broker,126,Appraisal Delay,2023-04-01,2023-04-06,5,761.02,1,1–2 Extensions
92480,70006224,1,2023-04-01,5,0.00125,283.62,Processor,129,Borrower Delay,2023-04-06,2023-04-11,5,283.62,1,1–2 Extensions
92481,70006225,1,2023-03-10,15,0.0025,608.32,Loan Officer,133,Rate Shopping,2023-03-12,2023-03-27,60,2433.28,4,3+ Extensions
92482,70006225,2,2023-03-23,15,0.0025,608.32,Processor,134,Title Issues,2023-03-27,2023-04-11,60,2433.28,4,3+ Extensions
92483,70006225,3,2023-04-10,15,0.0025,608.32,Processor,129,Appraisal Delay,2023-04-11,2023-04-26,60,2433.28,4,3+ Extensions
92484,70006225,4,2023-04-22,15,0.0025,608.32,Processor,125,Underwriting Conditions,2023-04-26,2023-05-11,60,2433.28,4,3+ Extensions
92485,70006227,1,2023-01-26,5,0.00125,1085.9,Broker,131,Underwriting Conditions,2023-01-27,2023-02-01,20,3257.7000000000003,2,1–2 Extensions
92486,70006227,2,2023-01-30,15,0.0025,2171.8,Loan Officer,138,Appraisal Delay,2023-02-01,2023-02-16,20,3257.7000000000003,2,1–2 Extensions
92487,70006228,1,2023-02-25,5,0.00125,542.91,Loan Officer,129,Rate Shopping,2023-02-28,2023-03-05,20,1628.7399999999998,2,1–2 Extensions
92488,70006228,2,2023-02-28,15,0.0025,1085.83,Processor,139,Underwriting Conditions,2023-03-05,2023-03-20,20,1628.7399999999998,2,1–2 Extensions
92489,70006234,1,2023-04-05,15,0.0025,929.6,Processor,126,Underwriting Conditions,2023-04-07,2023-04-22,20,1394.4,2,1–2 Extensions
92490,70006234,2,2023-04-17,5,0.00125,464.8,Loan Officer,131,Borrower Delay,2023-04-22,2023-04-27,20,1394.4,2,1–2 Extensions
92491,70006240,1,2023-04-18,5,0.00125,756.33,Broker,129,Rate Shopping,2023-04-23,2023-04-28,10,1512.66,2,1–2 Extensions
92492,70006240,2,2023-04-26,5,0.00125,756.33,Loan Officer,136,Title Issues,2023-04-28,2023-05-03,10,1512.66,2,1–2 Extensions
92493,70006241,1,2023-03-03,5,0.00125,453.18,Loan Officer,138,Underwriting Conditions,2023-03-07,2023-03-12,5,453.18,1,1–2 Extensions
92494,70006244,1,2023-04-30,15,0.0025,621.3,Broker,128,Underwriting Conditions,2023-05-02,2023-05-17,15,621.3,1,1–2 Extensions
92495,70006248,1,2023-03-26,5,0.00125,420.95,Loan Officer,136,Borrower Delay,2023-03-28,2023-04-02,5,420.95,1,1–2 Extensions
92496,70006252,1,2023-05-28,5,0.00125,351.5,Broker,127,Rate Shopping,2023-05-31,2023-06-05,5,351.5,1,1–2 Extensions
92497,70006253,1,2023-04-01,5,0.00125,945.36,Processor,138,Underwriting Conditions,2023-04-04,2023-04-09,20,2836.09,2,1–2 Extensions
92498,70006253,2,2023-04-08,15,0.0025,1890.73,Processor,131,Title Issues,2023-04-09,2023-04-24,20,2836.09,2,1–2 Extensions
92499,70006256,1,2023-03-29,15,0.0025,543.67,Broker,127,Underwriting Conditions,2023-04-02,2023-04-17,15,543.67,1,1–2 Extensions
92500,70006259,1,2023-03-21,15,0.0025,733.49,Loan Officer,129,Title Issues,2023-03-24,2023-04-08,15,733.49,1,1–2 Extensions
92501,70006263,1,2023-03-28,5,0.00125,890.05,Broker,138,Rate Shopping,2023-03-30,2023-04-04,5,890.05,1,1–2 Extensions
92502,70006265,1,2023-03-03,5,0.00125,1121.08,Broker,138,Title Issues,2023-03-07,2023-03-12,5,1121.08,1,1–2 Extensions
92503,70006266,1,2023-03-03,5,0.00125,1075.47,Broker,135,Borrower Delay,2023-03-08,2023-03-13,5,1075.47,1,1–2 Extensions
92504,70006268,1,2023-03-24,5,0.00125,702.06,Loan Officer,139,Underwriting Conditions,2023-03-28,2023-04-02,10,1404.12,2,1–2 Extensions
92505,70006268,2,2023-03-31,5,0.00125,702.06,Loan Officer,139,Borrower Delay,2023-04-02,2023-04-07,10,1404.12,2,1–2 Extensions
92506,70006271,1,2023-04-18,15,0.0025,725.99,Loan Officer,139,Appraisal Delay,2023-04-21,2023-05-06,20,1088.98,2,1–2 Extensions
92507,70006271,2,2023-05-04,5,0.00125,362.99,Loan Officer,131,Appraisal Delay,2023-05-06,2023-05-11,20,1088.98,2,1–2 Extensions
92508,70006273,1,2023-05-06,5,0.00125,372.92,Processor,132,Rate Shopping,2023-05-11,2023-05-16,10,745.84,2,1–2 Extensions
92509,70006273,2,2023-05-14,5,0.00125,372.92,Processor,137,Rate Shopping,2023-05-16,2023-05-21,10,745.84,2,1–2 Extensions
92510,70006279,1,2023-03-21,15,0.0025,815.68,Loan Officer,128,Underwriting Conditions,2023-03-22,2023-04-06,35,2039.1999999999998,3,3+ Extensions
92511,70006279,2,2023-04-04,5,0.00125,407.84,Loan Officer,139,Appraisal Delay,2023-04-06,2023-04-11,35,2039.1999999999998,3,3+ Extensions
92512,70006279,3,2023-04-07,15,0.0025,815.68,Loan Officer,125,Rate Shopping,2023-04-11,2023-04-26,35,2039.1999999999998,3,3+ Extensions
92513,70006284,1,2023-04-08,5,0.00125,339.88,Loan Officer,130,Underwriting Conditions,2023-04-12,2023-04-17,20,1019.63,2,1–2 Extensions
92514,70006284,2,2023-04-12,15,0.0025,679.75,Processor,136,Appraisal Delay,2023-04-17,2023-05-02,20,1019.63,2,1–2 Extensions
92515,70006286,1,2023-02-04,5,0.00125,763.99,Processor,132,Appraisal Delay,2023-02-08,2023-02-13,5,763.99,1,1–2 Extensions
92516,70006287,1,2023-02-03,15,0.0025,800.99,Processor,133,Appraisal Delay,2023-02-05,2023-02-20,15,800.99,1,1–2 Extensions
92517,70006288,1,2023-03-05,15,0.0025,595.88,Processor,137,Title Issues,2023-03-09,2023-03-24,15,595.88,1,1–2 Extensions
92518,70006289,1,2023-04-11,15,0.0025,702.71,Processor,135,Rate Shopping,2023-04-12,2023-04-27,50,2459.4900000000002,4,3+ Extensions
92519,70006289,2,2023-04-22,5,0.00125,351.36,Broker,130,Rate Shopping,2023-04-27,2023-05-02,50,2459.4900000000002,4,3+ Extensions
92520,70006289,3,2023-04-29,15,0.0025,702.71,Processor,126,Underwriting Conditions,2023-05-02,2023-05-17,50,2459.4900000000002,4,3+ Extensions
92521,70006289,4,2023-05-13,15,0.0025,702.71,Loan Officer,133,Underwriting Conditions,2023-05-17,2023-06-01,50,2459.4900000000002,4,3+ Extensions
92522,70006292,1,2023-03-23,15,0.0025,804.34,Loan Officer,138,Borrower Delay,2023-03-28,2023-04-12,30,1608.68,2,1–2 Extensions
92523,70006292,2,2023-04-09,15,0.0025,804.34,Processor,136,Rate Shopping,2023-04-12,2023-04-27,30,1608.68,2,1–2 Extensions
92524,70006293,1,2023-04-18,5,0.00125,445.69,Loan Officer,132,Rate Shopping,2023-04-20,2023-04-25,5,445.69,1,1–2 Extensions
92525,70006295,1,2023-01-31,15,0.0025,1660.6,Loan Officer,136,Underwriting Conditions,2023-02-05,2023-02-20,20,2490.8999999999996,2,1–2 Extensions
92526,70006295,2,2023-02-15,5,0.00125,830.3,Loan Officer,129,Appraisal Delay,2023-02-20,2023-02-25,20,2490.8999999999996,2,1–2 Extensions
92527,70006303,1,2023-02-09,15,0.0025,575.09,Broker,128,Rate Shopping,2023-02-10,2023-02-25,15,575.09,1,1–2 Extensions
92528,70006304,1,2023-05-09,5,0.00125,741.5,Loan Officer,126,Title Issues,2023-05-12,2023-05-17,10,1483.0,2,1–2 Extensions
92529,70006304,2,2023-05-16,5,0.00125,741.5,Broker,134,Borrower Delay,2023-05-17,2023-05-22,10,1483.0,2,1–2 Extensions
92530,70006307,1,2023-03-09,15,0.0025,894.22,Broker,126,Borrower Delay,2023-03-12,2023-03-27,15,894.22,1,1–2 Extensions
92531,70006309,1,2023-02-05,5,0.00125,373.55,Loan Officer,126,Appraisal Delay,2023-02-06,2023-02-11,5,373.55,1,1–2 Extensions
92532,70006311,1,2023-03-04,15,0.0025,1409.0,Processor,137,Borrower Delay,2023-03-08,2023-03-23,15,1409.0,1,1–2 Extensions
92533,70006312,1,2023-05-17,15,0.0025,941.22,Broker,132,Underwriting Conditions,2023-05-19,2023-06-03,15,941.22,1,1–2 Extensions
92534,70006314,1,2023-03-06,15,0.0025,409.31,Processor,127,Borrower Delay,2023-03-08,2023-03-23,15,409.31,1,1–2 Extensions
92535,70006318,1,2023-04-12,5,0.00125,534.79,Broker,137,Appraisal Delay,2023-04-16,2023-04-21,5,534.79,1,1–2 Extensions
92536,70006319,1,2023-02-16,5,0.00125,394.71,Processor,137,Underwriting Conditions,2023-02-20,2023-02-25,5,394.71,1,1–2 Extensions
92537,70006326,1,2023-03-28,15,0.0025,2142.77,Loan Officer,136,Underwriting Conditions,2023-03-30,2023-04-14,15,2142.77,1,1–2 Extensions
92538,70006337,1,2023-03-15,15,0.0025,1094.41,Processor,125,Rate Shopping,2023-03-16,2023-03-31,20,1641.6100000000001,2,1–2 Extensions
92539,70006337,2,2023-03-30,5,0.00125,547.2,Loan Officer,138,Appraisal Delay,2023-03-31,2023-04-05,20,1641.6100000000001,2,1–2 Extensions
92540,70006339,1,2023-04-21,5,0.00125,312.06,Loan Officer,127,Borrower Delay,2023-04-24,2023-04-29,25,1248.24,3,3+ Extensions
92541,70006339,2,2023-04-27,5,0.00125,312.06,Loan Officer,133,Borrower Delay,2023-04-29,2023-05-04,25,1248.24,3,3+ Extensions
92542,70006339,3,2023-05-03,15,0.0025,624.12,Broker,131,Rate Shopping,2023-05-04,2023-05-19,25,1248.24,3,3+ Extensions
92543,70006340,1,2023-04-30,15,0.0025,428.9,Broker,133,Borrower Delay,2023-05-05,2023-05-20,20,643.3499999999999,2,1–2 Extensions
92544,70006340,2,2023-05-16,5,0.00125,214.45,Processor,139,Underwriting Conditions,2023-05-20,2023-05-25,20,643.3499999999999,2,1–2 Extensions
92545,70006341,1,2023-03-04,15,0.0025,1039.75,Broker,128,Title Issues,2023-03-06,2023-03-21,60,4159.0,4,3+ Extensions
92546,70006341,2,2023-03-16,15,0.0025,1039.75,Processor,134,Appraisal Delay,2023-03-21,2023-04-05,60,4159.0,4,3+ Extensions
92547,70006341,3,2023-04-01,15,0.0025,1039.75,Loan Officer,127,Rate Shopping,2023-04-05,2023-04-20,60,4159.0,4,3+ Extensions
92548,70006341,4,2023-04-16,15,0.0025,1039.75,Loan Officer,126,Title Issues,2023-04-20,2023-05-05,60,4159.0,4,3+ Extensions
92549,70006346,1,2023-03-04,15,0.0025,1486.58,Loan Officer,134,Title Issues,2023-03-08,2023-03-23,15,1486.58,1,1–2 Extensions
92550,70006349,1,2023-04-28,15,0.0025,762.27,Loan Officer,127,Rate Shopping,2023-04-30,2023-05-15,15,762.27,1,1–2 Extensions
92551,70006350,1,2023-02-06,15,0.0025,2160.5,Processor,127,Borrower Delay,2023-02-09,2023-02-24,60,8642.0,4,3+ Extensions
92552,70006350,2,2023-02-20,15,0.0025,2160.5,Broker,139,Appraisal Delay,2023-02-24,2023-03-11,60,8642.0,4,3+ Extensions
92553,70006350,3,2023-03-07,15,0.0025,2160.5,Loan Officer,135,Underwriting Conditions,2023-03-11,2023-03-26,60,8642.0,4,3+ Extensions
92554,70006350,4,2023-03-25,15,0.0025,2160.5,Loan Officer,131,Rate Shopping,2023-03-26,2023-04-10,60,8642.0,4,3+ Extensions
92555,70006351,1,2023-02-05,5,0.00125,373.5,Broker,125,Title Issues,2023-02-07,2023-02-12,10,747.0,2,1–2 Extensions
92556,70006351,2,2023-02-08,5,0.00125,373.5,Broker,138,Borrower Delay,2023-02-12,2023-02-17,10,747.0,2,1–2 Extensions
92557,70006353,1,2023-05-09,5,0.00125,388.58,Loan Officer,125,Borrower Delay,2023-05-13,2023-05-18,5,388.58,1,1–2 Extensions
92558,70006355,1,2023-04-27,15,0.0025,565.64,Loan Officer,135,Rate Shopping,2023-05-01,2023-05-16,15,565.64,1,1–2 Extensions
92559,70006356,1,2023-03-18,15,0.0025,990.88,Loan Officer,133,Appraisal Delay,2023-03-21,2023-04-05,15,990.88,1,1–2 Extensions
92560,70006362,1,2023-04-15,15,0.0025,1749.87,Broker,138,Underwriting Conditions,2023-04-18,2023-05-03,15,1749.87,1,1–2 Extensions
92561,70006363,1,2023-04-17,15,0.0025,1819.51,Loan Officer,136,Appraisal Delay,2023-04-18,2023-05-03,15,1819.51,1,1–2 Extensions
92562,70006364,1,2023-04-07,15,0.0025,1480.7,Broker,130,Title Issues,2023-04-08,2023-04-23,30,2961.4,2,1–2 Extensions
92563,70006364,2,2023-04-19,15,0.0025,1480.7,Loan Officer,129,Title Issues,2023-04-23,2023-05-08,30,2961.4,2,1–2 Extensions
92564,70006365,1,2023-04-03,15,0.0025,1097.79,Processor,129,Appraisal Delay,2023-04-06,2023-04-21,15,1097.79,1,1–2 Extensions
92565,70006367,1,2023-04-10,15,0.0025,1747.64,Processor,126,Underwriting Conditions,2023-04-11,2023-04-26,30,3495.28,2,1–2 Extensions
92566,70006367,2,2023-04-22,15,0.0025,1747.64,Broker,129,Appraisal Delay,2023-04-26,2023-05-11,30,3495.28,2,1–2 Extensions
92567,70006375,1,2023-04-09,15,0.0025,985.86,Broker,136,Title Issues,2023-04-11,2023-04-26,20,1478.79,2,1–2 Extensions
92568,70006375,2,2023-04-23,5,0.00125,492.93,Broker,127,Underwriting Conditions,2023-04-26,2023-05-01,20,1478.79,2,1–2 Extensions
92569,70006380,1,2023-04-05,15,0.0025,654.81,Loan Officer,137,Rate Shopping,2023-04-06,2023-04-21,50,2291.84,4,3+ Extensions
92570,70006380,2,2023-04-18,5,0.00125,327.41,Broker,127,Appraisal Delay,2023-04-21,2023-04-26,50,2291.84,4,3+ Extensions
92571,70006380,3,2023-04-21,15,0.0025,654.81,Loan Officer,127,Borrower Delay,2023-04-26,2023-05-11,50,2291.84,4,3+ Extensions
92572,70006380,4,2023-05-07,15,0.0025,654.81,Loan Officer,126,Rate Shopping,2023-05-11,2023-05-26,50,2291.84,4,3+ Extensions
92573,70006381,1,2023-03-05,5,0.00125,507.62,Processor,136,Borrower Delay,2023-03-10,2023-03-15,5,507.62,1,1–2 Extensions
92574,70006385,1,2023-04-08,15,0.0025,1577.99,Broker,133,Appraisal Delay,2023-04-12,2023-04-27,15,1577.99,1,1–2 Extensions
92575,70006392,1,2023-03-01,5,0.00125,411.0,Loan Officer,129,Rate Shopping,2023-03-03,2023-03-08,5,411.0,1,1–2 Extensions
92576,70006393,1,2023-05-10,15,0.0025,774.95,Loan Officer,125,Underwriting Conditions,2023-05-11,2023-05-26,60,3099.8,4,3+ Extensions
92577,70006393,2,2023-05-24,15,0.0025,774.95,Broker,130,Borrower Delay,2023-05-26,2023-06-10,60,3099.8,4,3+ Extensions
92578,70006393,3,2023-06-07,15,0.0025,774.95,Processor,136,Rate Shopping,2023-06-10,2023-06-25,60,3099.8,4,3+ Extensions
92579,70006393,4,2023-06-23,15,0.0025,774.95,Processor,129,Underwriting Conditions,2023-06-25,2023-07-10,60,3099.8,4,3+ Extensions
