Loan Number,Application Date,Lock Date,Funding Date,Loan Amount,Property State,Property Type,Occupancy Type,Loan Purpose,Channel,Product Type,Interest Rate,FICO,CLTV,DTI,Lock Term (days),Loan Status,loan_officer_id,Account Executive ID,Underwriter ID,Processor ID,Compensation (BPS),Compensation ($),Branch ID,Pull Through Flag,Extension Count,Is Funded,Loan Age (Days),Days To Fund,App To Lock Days,Lock To Fund Days,FICO Bucket,CLTV Bucket,High DTI Flag,Total Time In Process,Loan Status Simplified,Loan Purpose Simplified
70003946,2023-03-08,2023-03-13,,173090,Tn,Sfr,Primary,Purchase,Retail,Conventional,6.423,732,80,38,60,Denied,116,,127,140,100,1730.9,22,0,0,0,1135,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Purchase
70003947,2023-03-24,2023-03-28,2023-04-20,355165,Tx,Sfr,Primary,Purchase,Wholesale,Conventional,7.08,671,100,47,30,Funded,100,164.0,135,151,129,4581.63,22,1,0,1,1119,27.0,4,23.0,Prime (660-699),91-100%,1,27.0,Funded,Purchase
70003948,2023-01-19,2023-01-20,2023-03-17,581023,Ny,Sfr,Primary,Purchase,Retail,Conventional,6.698,752,77,41,60,Funded,118,,125,142,79,4590.08,18,1,0,1,1183,57.0,1,56.0,Excellent (740-799),71-80%,0,57.0,Funded,Purchase
70003949,2023-01-03,2023-01-03,2023-02-28,272578,Tx,2-4 Unit,Primary,Refi Rt,Wholesale,Conventional,5.975,725,83,44,30,Funded,116,158.0,139,148,109,2971.1,22,1,0,1,1199,56.0,0,56.0,Prime+ (700-739),81-90%,0,56.0,Funded,Refinance
70003950,2023-03-20,2023-03-25,2023-05-14,358878,Tx,Sfr,Investment,Purchase,Wholesale,Conventional,6.758,664,86,30,45,Funded,100,162.0,138,150,121,4342.42,22,1,0,1,1123,55.0,5,50.0,Prime (660-699),81-90%,0,55.0,Funded,Purchase
70003951,2023-01-05,2023-01-05,2023-02-18,240650,Ga,Condo,Primary,Purchase,Retail,Va,6.114,664,82,43,30,Funded,100,,133,148,121,2911.86,22,1,2,1,1197,44.0,0,44.0,Prime (660-699),81-90%,0,44.0,Funded,Purchase
70003952,2023-03-13,2023-03-17,2023-05-04,373869,Fl,Sfr,Investment,Purchase,Retail,Jumbo,7.261,732,85,32,15,Funded,113,,139,146,103,3850.85,18,1,3,1,1130,52.0,4,48.0,Prime+ (700-739),81-90%,0,52.0,Funded,Purchase
70003953,2023-03-15,2023-03-19,2023-05-11,627046,Ny,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.397,708,77,34,30,Funded,101,159.0,128,146,88,5518.0,12,1,1,1,1128,57.0,4,53.0,Prime+ (700-739),71-80%,0,57.0,Funded,Refinance
70003954,2023-03-06,2023-03-11,2023-05-03,490271,Ca,Sfr,Primary,Refi Rt,Wholesale,Fha,5.428,698,75,38,45,Funded,118,159.0,131,148,75,3677.03,18,1,0,1,1137,58.0,5,53.0,Prime (660-699),71-80%,0,58.0,Funded,Refinance
70003955,2023-01-27,2023-01-29,2023-02-20,369656,Tx,Sfr,Investment,Refi Co,Wholesale,Conventional,5.713,732,81,31,45,Funded,110,157.0,129,150,92,3400.84,22,1,1,1,1175,24.0,2,22.0,Prime+ (700-739),81-90%,0,24.0,Funded,Refinance
70003956,2023-03-14,2023-03-19,,243594,Tx,Sfr,Primary,Refi Co,Wholesale,Conventional,6.591,753,70,35,30,Withdrawn,109,162.0,132,150,131,3191.08,12,0,0,0,1129,,5,,Excellent (740-799),61-70%,0,5.0,Withdrawn,Refinance
70003957,2023-03-01,2023-03-01,,616037,Ny,Sfr,Primary,Refi Rt,Retail,Conventional,6.247,685,92,45,30,Denied,111,,134,142,89,5482.73,18,0,0,0,1142,,0,,Prime (660-699),91-100%,0,0.0,Withdrawn,Refinance
70003958,2023-03-02,2023-03-03,2023-04-18,372086,Ga,Sfr,Primary,Refi Rt,Retail,Conventional,6.312,712,80,39,45,Funded,113,,128,153,98,3646.44,18,1,2,1,1141,47.0,1,46.0,Prime+ (700-739),71-80%,0,47.0,Funded,Refinance
70003959,2023-03-26,2023-03-31,,248248,Ga,Sfr,Primary,Purchase,Retail,Conventional,6.125,683,86,24,60,Canceled,103,,138,154,107,2656.25,30,0,0,0,1117,,5,,Prime (660-699),81-90%,0,5.0,Withdrawn,Purchase
70003960,2023-03-06,2023-03-10,2023-04-16,386927,Tx,Sfr,Primary,Refi Co,Wholesale,Fha,5.517,768,89,38,30,Funded,103,158.0,132,143,106,4101.43,30,1,0,1,1137,41.0,4,37.0,Excellent (740-799),81-90%,0,41.0,Funded,Refinance
70003961,2023-02-19,2023-02-22,,320473,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.605,725,71,40,60,Withdrawn,122,,126,149,138,4422.53,18,0,0,0,1152,,3,,Prime+ (700-739),71-80%,0,3.0,Withdrawn,Purchase
70003962,2023-01-15,2023-01-15,,242986,Nc,Sfr,Primary,Purchase,Wholesale,Conventional,7.0,738,71,32,30,Withdrawn,118,160.0,138,151,80,1943.89,18,0,0,0,1187,,0,,Prime+ (700-739),71-80%,0,0.0,Withdrawn,Purchase
70003963,2023-03-07,2023-03-11,,652902,Ny,Sfr,Primary,Purchase,Wholesale,Conventional,6.524,724,64,38,30,Canceled,119,159.0,126,145,118,7704.24,35,0,0,0,1136,,4,,Prime+ (700-739),61-70%,0,4.0,Withdrawn,Purchase
70003964,2023-02-21,2023-02-25,2023-04-20,736626,Ny,Condo,Investment,Refi Co,Retail,Jumbo,6.661,709,68,42,45,Funded,106,,125,144,118,8692.19,12,1,1,1,1150,58.0,4,54.0,Prime+ (700-739),61-70%,0,58.0,Funded,Refinance
70003965,2023-01-07,2023-01-11,2023-02-09,285288,Nc,Condo,Primary,Purchase,Retail,Conventional,5.96,687,78,49,30,Funded,106,,139,154,109,3109.64,12,1,0,1,1195,33.0,4,29.0,Prime (660-699),71-80%,1,33.0,Funded,Purchase
70003966,2023-02-20,2023-02-23,,586355,Ny,Condo,Primary,Purchase,Retail,Jumbo,6.561,690,64,43,45,Withdrawn,114,,130,140,102,5980.82,35,0,0,0,1151,,3,,Prime (660-699),61-70%,0,3.0,Withdrawn,Purchase
70003967,2023-03-15,2023-03-19,2023-05-13,137308,Nc,2-4 Unit,Primary,Purchase,Retail,Conventional,6.462,700,82,28,15,Funded,112,,130,141,90,1235.77,22,1,0,1,1128,59.0,4,55.0,Prime+ (700-739),81-90%,0,59.0,Funded,Purchase
70003968,2023-02-11,2023-02-15,2023-04-06,396049,Sc,Condo,Primary,Purchase,Wholesale,Conventional,6.115,755,82,36,30,Funded,106,156.0,134,143,108,4277.33,12,1,0,1,1160,54.0,4,50.0,Excellent (740-799),81-90%,0,54.0,Funded,Purchase
70003969,2023-02-25,2023-02-28,,543351,Il,Sfr,Investment,Refi Co,Retail,Conventional,6.404,698,73,21,30,Withdrawn,124,,131,148,75,4075.13,12,0,0,0,1146,,3,,Prime (660-699),71-80%,0,3.0,Withdrawn,Refinance
70003970,2023-01-16,2023-01-16,2023-02-08,612020,Ca,2-4 Unit,Primary,Refi Rt,Retail,Jumbo,7.074,680,78,32,45,Funded,102,,134,147,128,7833.86,18,1,0,1,1186,23.0,0,23.0,Prime (660-699),71-80%,0,23.0,Funded,Refinance
70003971,2023-01-28,2023-01-28,2023-03-22,502175,Ca,Condo,Primary,Refi Rt,Retail,Jumbo,6.428,725,79,27,30,Funded,117,,126,141,86,4318.7,18,1,1,1,1174,53.0,0,53.0,Prime+ (700-739),71-80%,0,53.0,Funded,Refinance
70003972,2023-03-21,2023-03-26,,253612,Nc,Condo,Primary,Purchase,Retail,Conventional,5.714,752,71,25,15,Canceled,108,,129,142,96,2434.68,12,0,0,0,1122,,5,,Excellent (740-799),71-80%,0,5.0,Withdrawn,Purchase
70003973,2023-03-01,2023-03-04,2023-04-16,252304,Tx,Condo,Primary,Purchase,Wholesale,Conventional,5.73,741,75,33,60,Funded,110,157.0,132,141,110,2775.34,22,1,0,1,1142,46.0,3,43.0,Excellent (740-799),71-80%,0,46.0,Funded,Purchase
70003974,2023-02-08,2023-02-10,2023-04-08,658740,Ny,Condo,Primary,Refi Rt,Wholesale,Conventional,6.105,645,87,29,30,Funded,100,159.0,138,141,138,9090.61,22,1,0,1,1163,59.0,2,57.0,Near Prime (620-659),81-90%,0,59.0,Funded,Refinance
70003975,2023-03-17,2023-03-17,2023-04-13,444930,Fl,2-4 Unit,Primary,Refi Co,Retail,Fha,5.851,732,81,50,60,Funded,113,,130,143,100,4449.3,18,1,0,1,1126,27.0,0,27.0,Prime+ (700-739),81-90%,1,27.0,Funded,Refinance
70003976,2023-03-20,2023-03-23,2023-05-04,419009,Tx,2-4 Unit,Primary,Refi Rt,Wholesale,Fha,5.592,754,86,32,45,Funded,112,162.0,136,146,80,3352.07,22,1,0,1,1123,45.0,3,42.0,Excellent (740-799),81-90%,0,45.0,Funded,Refinance
70003977,2023-01-20,2023-01-22,2023-02-09,612373,Ny,Sfr,Investment,Purchase,Wholesale,Fha,5.902,762,72,35,30,Funded,112,160.0,139,154,88,5388.88,22,1,1,1,1182,20.0,2,18.0,Excellent (740-799),71-80%,0,20.0,Funded,Purchase
70003978,2023-01-09,2023-01-09,2023-03-09,285191,Tn,Sfr,Second Home,Refi Rt,Retail,Conventional,6.11,743,87,34,30,Funded,113,,136,148,107,3051.54,18,1,0,1,1193,59.0,0,59.0,Excellent (740-799),81-90%,0,59.0,Funded,Refinance
70003979,2023-01-14,2023-01-18,2023-02-25,262183,Sc,Sfr,Primary,Refi Rt,Retail,Conventional,6.423,774,89,37,60,Funded,105,,139,146,98,2569.39,12,1,0,1,1188,42.0,4,38.0,Excellent (740-799),81-90%,0,42.0,Funded,Refinance
70003980,2023-03-01,2023-03-06,,225162,Tn,Sfr,Primary,Purchase,Retail,Va,5.936,719,80,29,30,Canceled,103,,128,145,99,2229.1,30,0,0,0,1142,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Purchase
70003981,2023-02-03,2023-02-04,2023-03-03,341524,Tx,2-4 Unit,Investment,Purchase,Wholesale,Jumbo,6.404,719,85,43,45,Funded,120,155.0,135,154,82,2800.5,35,1,0,1,1168,28.0,1,27.0,Prime+ (700-739),81-90%,0,28.0,Funded,Purchase
70003982,2023-02-11,2023-02-16,2023-03-26,284041,Ga,Sfr,Investment,Refi Rt,Retail,Conventional,5.948,722,77,23,45,Funded,107,,128,141,90,2556.37,22,1,1,1,1160,43.0,5,38.0,Prime+ (700-739),71-80%,0,43.0,Funded,Refinance
70003983,2023-02-13,2023-02-16,2023-03-17,473329,Fl,Sfr,Primary,Purchase,Wholesale,Jumbo,7.351,728,82,48,45,Funded,121,163.0,126,152,131,6200.61,18,1,0,1,1158,32.0,3,29.0,Prime+ (700-739),81-90%,1,32.0,Funded,Purchase
70003984,2023-01-31,2023-02-01,2023-03-25,493043,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,6.65,725,67,30,30,Funded,114,161.0,137,141,116,5719.3,35,1,0,1,1171,53.0,1,52.0,Prime+ (700-739),61-70%,0,53.0,Funded,Purchase
70003985,2023-03-25,2023-03-29,2023-05-13,258347,Ga,Sfr,Investment,Purchase,Retail,Jumbo,6.869,737,76,35,45,Funded,100,,126,148,129,3332.68,22,1,0,1,1118,49.0,4,45.0,Prime+ (700-739),71-80%,0,49.0,Funded,Purchase
70003986,2023-01-11,2023-01-16,2023-02-23,505381,Tx,Condo,Primary,Purchase,Wholesale,Va,5.946,704,87,33,15,Funded,103,163.0,127,141,92,4649.51,30,1,0,1,1191,43.0,5,38.0,Prime+ (700-739),81-90%,0,43.0,Funded,Purchase
70003987,2023-03-30,2023-03-31,2023-05-10,402659,Fl,Condo,Primary,Refi Rt,Retail,Jumbo,6.799,711,82,38,30,Funded,120,,130,154,77,3100.47,35,1,0,1,1113,41.0,1,40.0,Prime+ (700-739),81-90%,0,41.0,Funded,Refinance
70003988,2023-02-25,2023-03-02,2023-03-25,690629,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.221,741,82,28,30,Funded,101,,128,144,74,5110.65,12,1,4,1,1146,28.0,5,23.0,Excellent (740-799),81-90%,0,28.0,Funded,Purchase
70003989,2023-03-30,2023-04-01,2023-04-19,257457,Nc,2-4 Unit,Primary,Purchase,Wholesale,Va,6.007,681,81,47,45,Funded,101,157.0,139,142,89,2291.37,12,1,0,1,1113,20.0,2,18.0,Prime (660-699),81-90%,1,20.0,Funded,Purchase
70003990,2023-01-23,2023-01-24,2023-03-06,115348,Ga,2-4 Unit,Primary,Refi Co,Retail,Jumbo,7.167,718,90,36,45,Funded,102,,137,149,118,1361.11,18,1,1,1,1179,42.0,1,41.0,Prime+ (700-739),81-90%,0,42.0,Funded,Refinance
70003991,2023-02-27,2023-03-04,,481791,Il,2-4 Unit,Primary,Purchase,Wholesale,Fha,5.478,700,86,41,30,Denied,119,164.0,139,150,111,5347.88,35,0,0,0,1144,,5,,Prime+ (700-739),81-90%,0,5.0,Withdrawn,Purchase
70003992,2023-01-08,2023-01-11,,311135,Tx,Sfr,Primary,Purchase,Wholesale,Fha,5.377,760,70,46,30,Withdrawn,115,158.0,139,152,128,3982.53,18,0,0,0,1194,,3,,Excellent (740-799),61-70%,1,3.0,Withdrawn,Purchase
70003993,2023-01-10,2023-01-10,2023-02-01,645273,Ny,Sfr,Investment,Refi Rt,Retail,Conventional,6.629,639,87,34,30,Funded,109,,134,145,140,9033.82,12,1,1,1,1192,22.0,0,22.0,Near Prime (620-659),81-90%,0,22.0,Funded,Refinance
70003994,2023-02-23,2023-02-27,2023-03-23,311768,Tx,Condo,Primary,Purchase,Wholesale,Conventional,6.09,758,67,40,30,Funded,114,163.0,137,151,111,3460.62,35,1,0,1,1148,28.0,4,24.0,Excellent (740-799),61-70%,0,28.0,Funded,Purchase
70003995,2023-03-15,2023-03-16,,440773,Il,Sfr,Primary,Purchase,Retail,Conventional,6.294,805,84,46,30,Suspended,115,,137,146,137,6038.59,18,0,0,0,1128,,1,,Elite (800+),81-90%,1,1.0,Suspended,Purchase
70003996,2023-04-01,2023-04-04,2023-04-27,471290,Fl,Sfr,Primary,Purchase,Retail,Jumbo,7.296,756,76,44,60,Funded,108,,131,143,102,4807.16,12,1,1,1,1111,26.0,3,23.0,Excellent (740-799),71-80%,0,26.0,Funded,Purchase
70003997,2023-01-22,2023-01-27,2023-02-15,369544,Tx,Sfr,Primary,Purchase,Retail,Fha,5.732,760,85,36,60,Funded,112,,125,151,98,3621.53,22,1,0,1,1180,24.0,5,19.0,Excellent (740-799),81-90%,0,24.0,Funded,Purchase
70003998,2023-03-28,2023-03-31,2023-05-05,618722,Ny,2-4 Unit,Primary,Purchase,Retail,Fha,6.11,747,85,38,45,Funded,108,,132,152,90,5568.5,12,1,2,1,1115,38.0,3,35.0,Excellent (740-799),81-90%,0,38.0,Funded,Purchase
70003999,2023-02-08,2023-02-12,2023-03-16,394103,Fl,Sfr,Primary,Refi Rt,Wholesale,Fha,5.823,741,81,33,30,Funded,105,160.0,126,150,90,3546.93,12,1,0,1,1163,36.0,4,32.0,Excellent (740-799),81-90%,0,36.0,Funded,Refinance
70004000,2023-03-21,2023-03-26,2023-05-14,561110,Ny,Sfr,Primary,Purchase,Retail,Conventional,6.785,685,67,46,45,Funded,104,,132,146,88,4937.77,30,1,1,1,1122,54.0,5,49.0,Prime (660-699),61-70%,1,54.0,Funded,Purchase
70004001,2023-03-26,2023-03-29,2023-04-24,289244,Nc,Condo,Primary,Refi Rt,Retail,Conventional,5.949,797,80,30,60,Funded,110,,136,149,102,2950.29,22,1,1,1,1117,29.0,3,26.0,Excellent (740-799),71-80%,0,29.0,Funded,Refinance
70004002,2023-01-27,2023-01-30,,177227,Sc,2-4 Unit,Second Home,Refi Rt,Retail,Va,5.714,752,79,31,30,Suspended,121,,132,148,133,2357.12,18,0,0,0,1175,,3,,Excellent (740-799),71-80%,0,3.0,Suspended,Refinance
70004003,2023-03-20,2023-03-24,2023-04-16,280094,Il,Sfr,Primary,Purchase,Wholesale,Conventional,6.057,736,78,39,60,Funded,119,164.0,126,152,116,3249.09,35,1,3,1,1123,27.0,4,23.0,Prime+ (700-739),71-80%,0,27.0,Funded,Purchase
70004004,2023-03-08,2023-03-13,2023-05-06,902342,Ny,Sfr,Second Home,Purchase,Wholesale,Jumbo,7.368,701,65,36,30,Funded,116,160.0,129,148,106,9564.83,22,1,0,1,1135,59.0,5,54.0,Prime+ (700-739),61-70%,0,59.0,Funded,Purchase
70004005,2023-02-16,2023-02-16,2023-04-02,849544,Ca,Sfr,Primary,Purchase,Retail,Jumbo,7.306,588,89,35,30,Funded,124,,135,146,80,6796.35,12,1,0,1,1155,45.0,0,45.0,Fair (580-619),81-90%,0,45.0,Funded,Purchase
70004006,2023-03-02,2023-03-07,2023-04-10,343345,Tx,2-4 Unit,Primary,Refi Co,Retail,Conventional,5.869,718,85,35,30,Funded,108,,138,145,99,3399.12,12,1,0,1,1141,39.0,5,34.0,Prime+ (700-739),81-90%,0,39.0,Funded,Refinance
70004007,2023-02-14,2023-02-14,2023-03-19,437983,Il,Condo,Primary,Purchase,Retail,Conventional,6.078,704,74,40,30,Funded,107,,133,144,104,4555.02,22,1,0,1,1157,33.0,0,33.0,Prime+ (700-739),71-80%,0,33.0,Funded,Purchase
70004008,2023-02-06,2023-02-08,2023-03-30,394487,Tx,Sfr,Primary,Purchase,Wholesale,Jumbo,7.07,717,69,39,45,Funded,109,158.0,133,141,132,5207.23,12,1,0,1,1165,52.0,2,50.0,Prime+ (700-739),61-70%,0,52.0,Funded,Purchase
70004009,2023-01-07,2023-01-09,2023-02-07,351526,Va,Sfr,Primary,Purchase,Wholesale,Conventional,5.917,690,73,32,45,Funded,104,157.0,136,140,80,2812.21,30,1,1,1,1195,31.0,2,29.0,Prime (660-699),71-80%,0,31.0,Funded,Purchase
70004010,2023-02-09,2023-02-09,2023-04-03,379885,Tx,Sfr,Investment,Refi Rt,Retail,Fha,5.596,713,81,39,45,Funded,106,,136,148,115,4368.68,12,1,0,1,1162,53.0,0,53.0,Prime+ (700-739),81-90%,0,53.0,Funded,Refinance
70004011,2023-01-22,2023-01-25,2023-02-25,271724,Il,Sfr,Primary,Refi Co,Wholesale,Conventional,6.274,710,83,29,60,Funded,110,159.0,136,153,91,2472.69,22,1,0,1,1180,34.0,3,31.0,Prime+ (700-739),81-90%,0,34.0,Funded,Refinance
70004012,2023-02-22,2023-02-23,,465597,Fl,Condo,Primary,Purchase,Retail,Conventional,6.636,774,78,29,30,Suspended,101,,126,142,90,4190.37,12,0,0,0,1149,,1,,Excellent (740-799),71-80%,0,1.0,Suspended,Purchase
70004013,2023-02-02,2023-02-07,2023-03-21,313544,Tn,Sfr,Primary,Purchase,Retail,Conventional,5.748,701,88,32,30,Funded,109,,129,140,140,4389.62,12,1,0,1,1169,47.0,5,42.0,Prime+ (700-739),81-90%,0,47.0,Funded,Purchase
70004014,2023-01-12,2023-01-14,2023-02-12,396132,Ca,Sfr,Primary,Refi Rt,Wholesale,Conventional,5.744,716,88,45,60,Funded,100,160.0,139,153,138,5466.62,22,1,0,1,1190,31.0,2,29.0,Prime+ (700-739),81-90%,0,31.0,Funded,Refinance
70004015,2023-01-30,2023-01-31,2023-03-13,303904,Nc,Condo,Investment,Refi Rt,Wholesale,Fha,5.769,716,72,48,45,Funded,110,161.0,125,142,102,3099.82,22,1,1,1,1172,42.0,1,41.0,Prime+ (700-739),71-80%,1,42.0,Funded,Refinance
70004016,2023-03-18,2023-03-20,,282928,Tx,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.389,757,83,37,30,Canceled,116,164.0,129,152,103,2914.16,22,0,0,0,1125,,2,,Excellent (740-799),81-90%,0,2.0,Withdrawn,Refinance
70004017,2023-03-16,2023-03-17,2023-04-05,314869,Tx,Condo,Primary,Refi Rt,Wholesale,Conventional,5.855,783,93,47,30,Funded,103,160.0,125,146,101,3180.18,30,1,2,1,1127,20.0,1,19.0,Excellent (740-799),91-100%,1,20.0,Funded,Refinance
70004018,2023-01-24,2023-01-28,2023-03-01,545393,Fl,2-4 Unit,Primary,Purchase,Retail,Conventional,6.847,664,70,41,60,Funded,124,,126,146,88,4799.46,12,1,2,1,1178,36.0,4,32.0,Prime (660-699),61-70%,0,36.0,Funded,Purchase
70004019,2023-01-30,2023-02-04,,660307,Ca,Sfr,Primary,Refi Co,Wholesale,Va,5.78,685,65,30,15,Canceled,120,155.0,138,145,77,5084.36,35,0,0,0,1172,,5,,Prime (660-699),61-70%,0,5.0,Withdrawn,Refinance
70004020,2023-03-21,2023-03-23,,385552,Tx,Sfr,Investment,Refi Rt,Wholesale,Fha,5.032,703,75,27,30,Withdrawn,116,155.0,138,141,107,4125.41,22,0,0,0,1122,,2,,Prime+ (700-739),71-80%,0,2.0,Withdrawn,Refinance
70004021,2023-03-07,2023-03-09,,861205,Ny,2-4 Unit,Second Home,Purchase,Retail,Jumbo,6.898,761,86,26,30,Suspended,109,,133,152,125,10765.06,12,0,0,0,1136,,2,,Excellent (740-799),81-90%,0,2.0,Suspended,Purchase
70004022,2023-02-06,2023-02-11,,264816,Nc,Sfr,Primary,Refi Co,Retail,Fha,6.046,784,87,30,60,Suspended,116,,132,147,119,3151.31,22,0,0,0,1165,,5,,Excellent (740-799),81-90%,0,5.0,Suspended,Refinance
70004023,2023-02-14,2023-02-14,2023-04-12,302012,Fl,2-4 Unit,Primary,Refi Rt,Retail,Conventional,5.911,706,90,25,45,Funded,101,,135,141,89,2687.91,12,1,0,1,1157,57.0,0,57.0,Prime+ (700-739),81-90%,0,57.0,Funded,Refinance
70004024,2023-03-09,2023-03-11,,534441,Il,Sfr,Primary,Purchase,Retail,Conventional,6.019,732,91,31,45,Canceled,118,,129,147,89,4756.52,18,0,0,0,1134,,2,,Prime+ (700-739),91-100%,0,2.0,Withdrawn,Purchase
70004025,2023-03-18,2023-03-18,2023-05-01,380510,Fl,2-4 Unit,Primary,Refi Rt,Retail,Jumbo,7.381,763,85,34,30,Funded,115,,138,153,136,5174.94,18,1,0,1,1125,44.0,0,44.0,Excellent (740-799),81-90%,0,44.0,Funded,Refinance
70004026,2023-01-14,2023-01-17,,393887,Fl,Condo,Primary,Purchase,Retail,Jumbo,6.731,708,75,32,45,Denied,106,,135,147,105,4135.81,12,0,0,0,1188,,3,,Prime+ (700-739),71-80%,0,3.0,Withdrawn,Purchase
70004027,2023-02-07,2023-02-08,2023-03-07,449700,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.719,739,67,46,45,Funded,109,,126,154,120,5396.4,12,1,0,1,1164,28.0,1,27.0,Prime+ (700-739),61-70%,1,28.0,Funded,Purchase
70004028,2023-02-25,2023-03-01,2023-03-17,671253,Ca,Sfr,Primary,Purchase,Retail,Fha,5.52,688,65,35,30,Funded,103,,138,141,103,6913.91,30,1,0,1,1146,20.0,4,16.0,Prime (660-699),61-70%,0,20.0,Funded,Purchase
70004029,2023-03-26,2023-03-30,2023-04-23,682937,Ca,Sfr,Second Home,Refi Rt,Wholesale,Conventional,6.428,708,77,35,15,Funded,101,162.0,137,141,81,5531.79,12,1,1,1,1117,28.0,4,24.0,Prime+ (700-739),71-80%,0,28.0,Funded,Refinance
70004030,2023-03-01,2023-03-03,2023-03-29,354510,Il,Sfr,Primary,Purchase,Retail,Jumbo,7.872,736,79,49,60,Funded,106,,137,148,119,4218.67,12,1,0,1,1142,28.0,2,26.0,Prime+ (700-739),71-80%,1,28.0,Funded,Purchase
70004031,2023-01-09,2023-01-10,2023-03-01,192967,Ga,Condo,Primary,Purchase,Wholesale,Fha,5.753,689,93,37,30,Funded,101,162.0,134,142,76,1466.55,12,1,0,1,1193,51.0,1,50.0,Prime (660-699),91-100%,0,51.0,Funded,Purchase
70004032,2023-02-16,2023-02-19,2023-03-19,230982,Ga,Sfr,Primary,Purchase,Retail,Fha,6.1,737,83,39,45,Funded,112,,134,154,84,1940.25,22,1,0,1,1155,31.0,3,28.0,Prime+ (700-739),81-90%,0,31.0,Funded,Purchase
70004033,2023-02-10,2023-02-15,2023-03-11,450416,Fl,Sfr,Primary,Purchase,Wholesale,Conventional,6.08,707,81,47,45,Funded,104,158.0,137,152,95,4278.95,30,1,1,1,1161,29.0,5,24.0,Prime+ (700-739),81-90%,1,29.0,Funded,Purchase
70004034,2023-03-08,2023-03-13,2023-04-14,764034,Ca,Sfr,Investment,Refi Co,Retail,Jumbo,6.95,730,78,39,45,Funded,111,,128,149,88,6723.5,18,1,0,1,1135,37.0,5,32.0,Prime+ (700-739),71-80%,0,37.0,Funded,Refinance
70004035,2023-02-16,2023-02-16,2023-04-15,863861,Ny,Sfr,Primary,Refi Rt,Wholesale,Jumbo,6.41,709,72,41,45,Funded,116,163.0,125,142,111,9588.86,22,1,0,1,1155,58.0,0,58.0,Prime+ (700-739),71-80%,0,58.0,Funded,Refinance
70004036,2023-01-01,2023-01-02,,819800,Ca,Sfr,Primary,Refi Rt,Retail,Jumbo,7.041,699,86,32,60,Suspended,119,,139,144,113,9263.74,35,0,0,0,1201,,1,,Prime (660-699),81-90%,0,1.0,Suspended,Refinance
70004037,2023-03-28,2023-03-30,2023-04-27,375328,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.606,669,85,48,60,Funded,112,,139,150,84,3152.76,22,1,0,1,1115,30.0,2,28.0,Prime (660-699),81-90%,1,30.0,Funded,Purchase
70004038,2023-02-25,2023-02-25,2023-04-26,501841,Va,Condo,Investment,Purchase,Retail,Conventional,6.894,699,86,32,45,Funded,105,,134,147,106,5319.51,12,1,0,1,1146,60.0,0,60.0,Prime (660-699),81-90%,0,60.0,Funded,Purchase
70004039,2023-02-23,2023-02-28,2023-03-26,503342,Ca,Condo,Primary,Purchase,Retail,Conventional,6.481,692,81,39,15,Funded,105,,126,142,105,5285.09,12,1,0,1,1148,31.0,5,26.0,Prime (660-699),81-90%,0,31.0,Funded,Purchase
70004040,2023-01-14,2023-01-17,,508910,Ny,Sfr,Investment,Refi Rt,Wholesale,Fha,5.683,692,86,30,60,Withdrawn,104,162.0,128,142,92,4681.97,30,0,0,0,1188,,3,,Prime (660-699),81-90%,0,3.0,Withdrawn,Refinance
70004041,2023-02-09,2023-02-11,2023-03-06,277717,Sc,Sfr,Second Home,Purchase,Retail,Conventional,6.102,695,86,34,30,Funded,108,,137,148,95,2638.31,12,1,1,1,1162,25.0,2,23.0,Prime (660-699),81-90%,0,25.0,Funded,Purchase
70004042,2023-03-18,2023-03-20,,693468,Ny,Sfr,Investment,Purchase,Wholesale,Conventional,6.353,697,68,27,30,Suspended,109,161.0,131,152,126,8737.7,12,0,0,0,1125,,2,,Prime (660-699),61-70%,0,2.0,Suspended,Purchase
70004043,2023-03-16,2023-03-20,2023-04-19,445131,Ca,Sfr,Primary,Refi Rt,Retail,Conventional,7.073,706,90,45,60,Funded,114,,139,152,100,4451.31,35,1,0,1,1127,34.0,4,30.0,Prime+ (700-739),81-90%,0,34.0,Funded,Refinance
70004044,2023-03-29,2023-03-30,,331712,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.404,665,64,28,30,Withdrawn,108,,133,154,110,3648.83,12,0,0,0,1114,,1,,Prime (660-699),61-70%,0,1.0,Withdrawn,Refinance
70004045,2023-03-29,2023-04-03,,675219,Ny,Sfr,Primary,Purchase,Wholesale,Fha,5.895,671,86,39,45,Denied,106,162.0,125,143,113,7629.97,12,0,0,0,1114,,5,,Prime (660-699),81-90%,0,5.0,Withdrawn,Purchase
70004046,2023-02-16,2023-02-21,,340294,Nc,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.535,732,76,43,15,Suspended,101,155.0,131,150,85,2892.5,12,0,0,0,1155,,5,,Prime+ (700-739),71-80%,0,5.0,Suspended,Refinance
